serial,Gora,Ten1,Tied,LLord,Furn,DMHSIZE,NumAdult,NumChild,NumDepCh,N1TO4,N5TO10,N11TO15,RESPSEX,RESPAGE,RESPMAR,RESPWith,RESPHldr,RELHRP,HHTypb,HHTYPA,HHTYPe,Parent,ParTod,Cars,CAR,Numcar,FullEd,HighEd,Highed4,Wrking,Qhealth1,SchemeET,JbAway,OwnBus,RelBus,Looked,StartJ,YInAct,DVILO3a,DVILO4a,Stat,SVise,EmpNo,Solo,SENo,FtPtWk,Parthrs,ES2000,NSSECB,nssecac,NSECAC5,NSECAC3,Everwk,sumgross,Nation1,Nation2,Nation3,Nation4,Nation5,Nation6,Ethnic,Paidjob,AGEX,AGEH,DeFact1,DeFacto,LEFTED,TENgrp,DiaryDay,TotUs1,dyear
220191701,8,2,-1,-1,-1,1,1,0,0,0,0,0,1,43,4,-1,1,0,1,1,1,2,-1,1,2,1,16,5,2,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,-1,-1,1,-1,5,5,2,1,1,-1,35,1,5,-1,-1,-1,-1,1,1,2,7,4,5,2,2,6,50,2005
220191801,8,1,-1,-1,-1,3,3,0,0,0,0,0,1,43,4,2,5,3,6,5,5,2,-1,1,3,2,19,4,2,1,2,-1,-1,-1,-1,-1,-1,-1,1,1,1,2,1,-1,-1,1,-1,7,4.1,2,1,1,-1,22,5,-1,-1,-1,-1,-1,1,1,2,7,4,5,3,1,5,37,2005
220192501,8,1,-1,-1,-1,2,2,0,0,0,0,0,2,67,2,-1,3,1,6,4,5,2,-1,1,2,1,21,1,1,2,1,-1,2,2,2,2,-1,6,3,4,1,1,2,-1,-1,1,-1,6,4.1,2,1,1,1,98,1,-1,-1,-1,-1,-1,1,0,5,11,1,1,3,1,7,-1,2005
220192601,8,1,-1,-1,-1,6,3,3,3,0,3,0,1,45,2,-1,3,0,2,7,2,1,2,1,4,3,26,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,2,-1,-1,2,2,1,-1,1,3.3,1.2,1,1,-1,38,1,-1,-1,-1,-1,-1,1,1,3,8,1,1,4,1,3,50,2005
220192701,8,1,-1,-1,-1,1,1,0,0,0,0,0,2,85,5,-1,1,0,1,2,1,2,-1,2,1,-1,16,8,4,2,3,-1,2,2,2,2,-1,6,3,4,1,1,2,-1,-1,1,-1,6,6,2,1,1,1,12,1,-1,-1,-1,-1,-1,1,0,6,12,3,4,2,1,7,-1,2005
220192801,8,2,-1,-1,-1,2,2,0,0,0,0,0,1,27,2,-1,3,0,6,3,5,2,-1,1,2,1,18,5,2,1,2,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,2,-1,-1,1,-1,4,5,2,1,1,-1,26,1,-1,-1,-1,-1,-1,1,2,2,4,1,1,2,2,3,37.5,2005
220192901,8,2,-1,-1,-1,2,2,0,0,0,0,0,2,68,2,-1,1,0,6,4,5,2,-1,1,3,2,21,1,1,2,3,-1,2,2,2,2,-1,6,3,4,1,2,2,-1,-1,2,2,7,4.1,2,1,1,1,23,1,5,-1,-1,-1,-1,1,1,5,11,1,1,3,2,7,-1,2005
220260201,8,1,-1,-1,-1,1,1,0,0,0,0,0,2,63,1,-1,1,0,1,1,1,2,-1,1,2,1,15,4,2,2,3,-1,2,2,2,2,-1,6,3,4,1,2,1,-1,-1,1,-1,7,11.1,5,4,3,1,13,1,5,-1,-1,-1,-1,1,0,4,10,2,3,2,1,3,-1,2005
220260301,8,1,-1,-1,-1,1,1,0,0,0,0,0,1,79,5,-1,1,0,1,2,1,2,-1,1,2,1,39,2,2,2,1,-1,2,2,2,2,-1,6,3,4,1,2,2,-1,-1,1,-1,7,4.1,2,1,1,1,25,1,5,-1,-1,-1,-1,1,0,6,12,3,4,4,1,1,-1,2005
220260501,8,2,-1,-1,-1,5,3,2,2,0,0,2,1,49,2,-1,3,1,2,6,2,1,2,1,3,2,19,5,2,2,1,2,2,2,2,1,1,-1,2,3,1,2,2,-1,-1,1,-1,7,12.1,6,5,3,1,8,5,1,-1,-1,-1,-1,1,1,3,8,1,1,3,2,4,-1,2005
220260701,8,2,-1,-1,-1,3,2,1,1,0,1,0,1,42,4,1,3,0,2,6,2,1,2,1,3,2,19,2,2,1,2,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,2,-1,-1,1,-1,4,2,1.1,1,1,-1,34,1,5,-1,-1,-1,-1,1,2,2,7,1,2,3,2,1,78,2005
220260801,8,1,-1,-1,-1,2,2,0,0,0,0,0,2,61,2,-1,3,1,3,4,3,2,-1,1,2,1,16,5,2,2,3,2,2,2,2,2,-1,6,3,4,1,1,1,-1,-1,2,1,5,5,2,1,1,1,98,1,4,5,-1,-1,-1,1,0,4,10,1,1,2,1,1,-1,2005
220260901,8,1,-1,-1,-1,1,1,0,0,0,0,0,2,89,5,-1,1,0,1,2,1,2,-1,2,1,-1,16,5,2,2,2,-1,2,2,2,2,-1,6,3,4,2,-1,-1,1,-1,2,1,3,9.1,4,3,2,1,12,1,5,-1,-1,-1,-1,1,0,6,12,3,4,2,1,3,-1,2005
220261001,8,1,-1,-1,-1,1,1,0,0,0,0,0,1,50,4,-1,1,0,1,1,1,2,-1,1,2,1,16,5,2,1,3,-1,-1,-1,-1,-1,-1,-1,1,1,1,2,2,-1,-1,1,-1,7,11.1,5,4,3,-1,19,1,2,-1,-1,-1,-1,1,1,3,9,4,5,2,1,3,38,2005
220261101,8,1,-1,-1,-1,1,1,0,0,0,0,0,2,83,5,-1,1,0,1,2,1,2,-1,2,1,-1,18,2,2,2,2,-1,2,2,2,2,-1,6,3,4,2,-1,-1,1,-1,2,1,3,9.1,4,3,2,1,14,1,-1,-1,-1,-1,-1,1,0,6,12,3,4,2,1,4,-1,2005
220261201,8,1,-1,-1,-1,1,1,0,0,0,0,0,1,69,3,-1,1,0,1,2,1,2,-1,1,2,1,18,5,2,2,2,-1,2,2,2,2,-1,6,3,4,1,2,1,-1,-1,1,-1,7,7.1,3,2,2,1,18,1,-1,-1,-1,-1,-1,1,0,5,11,4,6,2,1,5,-1,2005
220261301,8,2,-1,-1,-1,1,1,0,0,0,0,0,2,53,4,-1,1,0,1,1,1,2,-1,1,2,1,45,2,2,2,1,2,1,-1,-1,-1,-1,-1,1,1,1,2,2,-1,-1,1,-1,7,4.1,2,1,1,-1,29,5,-1,-1,-1,-1,-1,1,1,3,9,4,5,4,2,5,37,2005
220261401,8,1,-1,-1,-1,2,2,0,0,0,0,0,1,69,2,-1,3,0,3,4,3,2,-1,1,2,1,15,5,2,2,4,-1,2,2,2,2,-1,6,3,4,1,2,3,-1,-1,1,-1,7,7.2,3,2,2,1,18,1,-1,-1,-1,-1,-1,1,0,5,11,1,1,2,1,5,-1,2005
220261501,8,1,-1,-1,-1,1,1,0,0,0,0,0,2,73,5,-1,1,0,1,2,1,2,-1,2,1,-1,16,5,2,2,2,-1,2,2,2,2,-1,6,3,4,1,2,2,-1,-1,1,-1,7,7.1,3,2,2,1,17,1,-1,-1,-1,-1,-1,1,0,5,11,3,4,2,1,5,-1,2005
220261701,8,1,-1,-1,-1,2,2,0,0,0,0,0,1,58,2,-1,3,0,3,3,3,2,-1,1,3,2,16,2,2,1,3,-1,-1,-1,-1,-1,-1,-1,1,1,2,-1,-1,2,1,1,-1,2,8.1,4,3,2,-1,98,5,-1,-1,-1,-1,-1,1,2,4,10,1,1,2,1,4,55,2005
220261901,8,1,-1,-1,-1,2,2,0,0,0,0,0,2,54,2,-1,3,1,3,4,3,2,-1,1,3,2,17,2,2,1,2,-1,-1,-1,-1,-1,-1,-1,1,1,2,-1,-1,1,-1,1,-1,3,9.1,4,3,2,-1,17,1,-1,-1,-1,-1,-1,1,1,3,9,1,1,2,1,1,65,2005
220262001,8,1,-1,-1,-1,2,2,0,0,0,0,0,1,59,2,-1,3,0,3,3,3,2,-1,1,3,2,16,6,2,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,2,-1,-1,1,-1,1,-1,3,9.1,4,3,2,-1,28,1,5,-1,-1,-1,-1,1,2,4,10,1,1,2,1,1,40,2005
220262301,8,1,-1,-1,-1,1,1,0,0,0,0,0,2,69,5,-1,1,0,1,2,1,2,-1,1,2,1,15,8,4,2,2,-1,2,2,2,2,-1,6,3,4,1,2,1,-1,-1,2,1,7,4.2,2,1,1,1,9,1,5,-1,-1,-1,-1,1,0,5,11,3,4,2,1,5,-1,2005
220262501,8,4,2,7,3,2,1,1,1,0,0,1,2,35,1,2,1,0,4,6,4,1,2,1,2,1,19,7,2,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,2,-1,-1,2,-1,6,4.1,2,1,1,-1,27,5,1,-1,-1,-1,-1,1,1,2,6,2,3,3,4,2,30,2005
220262601,8,1,-1,-1,-1,4,2,2,2,0,2,0,2,40,4,1,1,0,2,6,2,1,2,1,4,3,37,1,1,1,2,-1,-1,-1,-1,-1,-1,-1,1,1,1,2,1,-1,-1,2,-1,7,13.1,7,5,3,-1,20,5,-1,-1,-1,-1,-1,1,2,2,7,1,2,4,1,2,24,2005
220262901,8,1,-1,-1,-1,1,1,0,0,0,0,0,2,77,5,-1,1,0,1,2,1,2,-1,1,2,1,18,2,2,2,2,-1,2,2,2,2,-1,6,3,4,1,2,1,-1,-1,1,-1,7,7.1,3,2,2,1,11,5,-1,-1,-1,-1,-1,1,0,6,12,3,4,2,1,5,-1,2005
220310301,8,1,-1,-1,-1,1,1,0,0,0,0,0,1,81,5,-1,1,0,1,2,1,2,-1,2,1,-1,17,5,2,2,3,-1,2,2,2,2,-1,6,3,4,2,-1,-1,2,1,1,-1,2,8.1,4,3,2,1,11,4,-1,-1,-1,-1,-1,1,0,6,12,3,4,2,1,4,-1,2005
220310401,8,4,2,1,3,1,1,0,0,0,0,0,2,29,1,-1,1,0,1,1,1,2,-1,2,1,-1,15,8,4,2,3,2,2,2,2,2,-1,5,3,4,1,2,1,-1,-1,2,1,7,12.1,6,5,3,1,8,5,-1,-1,-1,-1,-1,1,0,2,4,2,3,2,3,1,-1,2005
220310402,8,4,2,1,3,1,1,0,0,0,0,0,2,22,1,-1,1,0,1,1,1,2,-1,2,1,-1,16,5,2,2,2,2,1,-1,-1,-1,-1,-1,1,1,1,1,1,-1,-1,1,-1,5,5,2,1,1,-1,10,1,5,-1,-1,-1,-1,1,1,1,3,2,3,2,3,1,55,2005
220310601,8,4,2,1,3,1,1,0,0,0,0,0,2,62,5,-1,1,0,1,1,1,2,-1,2,1,-1,15,5,2,2,3,2,2,2,2,2,-1,5,3,4,1,2,1,-1,-1,2,1,7,12.7,6,5,3,1,15,1,-1,-1,-1,-1,-1,1,0,4,10,3,4,2,3,3,-1,2005
220310801,8,2,-1,-1,-1,3,2,1,1,0,0,1,2,41,2,-1,3,1,2,6,2,1,2,1,3,2,16,5,2,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,1,2,1,-1,-1,2,-1,7,7.2,3,2,2,-1,10,1,-1,-1,-1,-1,-1,1,2,2,7,1,1,2,2,3,20,2005
220310901,8,2,-1,-1,-1,1,1,0,0,0,0,0,2,33,1,-1,1,0,1,1,1,2,-1,1,2,1,16,5,2,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,1,2,1,-1,-1,2,-1,7,7.1,3,2,2,-1,18,1,5,-1,-1,-1,-1,1,1,2,5,2,3,2,2,6,16,2005
220311001,8,2,-1,-1,-1,1,1,0,0,0,0,0,2,56,5,-1,1,0,1,1,1,2,-1,1,2,1,16,5,2,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,-1,-1,1,-1,5,5,2,1,1,-1,34,5,-1,-1,-1,-1,-1,1,1,4,10,3,4,2,2,1,50,2005
220311201,8,2,-1,-1,-1,2,2,0,0,0,0,0,1,56,1,1,3,0,3,3,3,2,-1,1,3,2,15,4,2,1,2,-1,-1,-1,-1,-1,-1,-1,1,1,1,2,2,-1,-1,1,-1,7,4.2,2,1,1,-1,31,1,5,-1,-1,-1,-1,1,2,4,10,1,2,2,2,4,50,2005
220311401,8,1,-1,-1,-1,3,3,0,0,0,0,0,2,53,2,-1,3,1,3,5,3,2,-1,1,4,3,15,8,4,1,2,-1,-1,-1,-1,-1,-1,-1,1,1,1,2,2,-1,-1,1,-1,7,12.2,6,5,3,-1,18,1,5,-1,-1,-1,-1,1,3,3,9,1,1,2,1,4,36,2005
220311901,8,1,-1,-1,-1,2,2,0,0,0,0,0,2,61,2,-1,3,1,3,4,3,2,-1,1,4,3,17,8,4,2,3,2,2,2,2,2,-1,6,3,4,2,-1,-1,1,-1,2,2,3,9.1,4,3,2,1,25,1,-1,-1,-1,-1,-1,1,0,4,10,1,1,2,1,5,-1,2005
220312101,8,1,-1,-1,-1,1,1,0,0,0,0,0,2,84,5,-1,1,0,1,2,1,2,-1,2,1,-1,16,8,4,2,1,-1,2,2,2,2,-1,6,3,4,1,2,3,-1,-1,1,-1,7,7.2,3,2,2,1,15,5,-1,-1,-1,-1,-1,1,0,6,12,3,4,2,1,7,-1,2005
220312401,8,1,-1,-1,-1,1,1,0,0,0,0,0,1,50,1,-1,1,0,1,1,1,2,-1,2,1,-1,15,4,2,2,3,2,2,2,2,2,-1,5,3,4,1,2,3,-1,-1,2,2,7,7.3,3,2,2,1,11,1,-1,-1,-1,-1,-1,1,0,3,9,2,3,2,1,2,-1,2005
220312501,8,2,-1,-1,-1,5,2,3,3,2,0,1,2,18,1,2,5,3,4,7,4,1,1,1,3,2,97,5,2,1,2,-1,-1,-1,-1,-1,-1,-1,1,1,1,2,2,-1,-1,2,-1,7,15,8,6,4,-1,12,1,-1,-1,-1,-1,-1,1,1,1,2,2,3,5,2,3,17,2005
220312601,8,4,2,7,3,3,2,1,1,0,1,0,1,42,2,-1,3,0,2,6,2,1,2,1,2,1,16,5,2,1,3,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,2,-1,-1,1,-1,4,5,2,1,1,-1,28,5,-1,-1,-1,-1,-1,1,1,2,7,1,1,2,4,3,49,2005
220312901,8,4,2,7,3,1,1,0,0,0,0,0,2,85,5,-1,1,0,1,2,1,2,-1,2,1,-1,16,8,4,2,5,-1,2,2,2,2,-1,6,3,4,1,2,1,-1,-1,2,1,7,12.1,6,5,3,1,15,1,-1,-1,-1,-1,-1,1,0,6,12,3,4,2,4,7,-1,2005
220313001,8,2,-1,-1,-1,5,1,4,4,2,1,1,2,44,3,2,1,0,4,7,4,1,1,1,2,1,22,3,2,2,2,2,2,2,2,2,-1,2,3,4,1,2,3,-1,-1,1,-1,7,11.2,5,4,3,1,33,1,-1,-1,-1,-1,-1,1,0,2,7,4,6,3,2,5,-1,2005
220380101,8,1,-1,-1,-1,6,4,2,2,1,0,1,2,46,2,-1,3,1,2,6,2,1,2,1,4,3,41,5,2,1,2,-1,-1,-1,-1,-1,-1,-1,1,1,1,2,2,-1,-1,2,-1,7,12.1,6,5,3,-1,14,1,5,-1,-1,-1,-1,1,4,3,8,1,1,4,1,3,36,2005
220380301,8,4,2,2,3,4,2,2,2,2,0,0,2,22,2,-1,3,1,2,6,2,1,1,2,1,-1,16,5,2,2,2,2,2,2,2,2,-1,2,3,4,1,2,1,-1,-1,2,2,7,11.1,5,4,3,1,15,1,-1,-1,-1,-1,-1,1,0,1,3,1,1,2,3,5,-1,2005
220380401,8,2,-1,-1,-1,5,3,2,3,0,1,1,1,42,2,-1,3,0,2,6,2,1,2,1,2,1,16,5,2,1,2,-1,-1,-1,-1,-1,-1,-1,1,1,1,2,3,-1,-1,1,-1,7,7.2,3,2,2,-1,33,1,5,-1,-1,-1,-1,1,1,2,7,1,1,2,2,3,50,2005
220380501,8,4,2,5,1,1,1,0,0,0,0,0,1,29,1,-1,1,0,1,1,1,2,-1,2,1,-1,14,8,4,1,2,-1,-1,-1,-1,-1,-1,-1,1,1,1,2,2,-1,-1,1,-1,7,11.2,5,4,3,-1,17,1,-1,-1,-1,-1,-1,1,1,2,4,2,3,1,4,3,34,2005
220380601,8,2,-1,-1,-1,2,2,0,0,0,0,0,1,35,4,2,1,0,6,3,5,2,-1,1,3,2,16,5,2,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,1,2,1,-1,-1,1,-1,7,4.1,2,1,1,-1,27,1,5,-1,-1,-1,-1,1,2,2,6,4,5,2,2,5,50,2005
220380801,8,2,-1,-1,-1,2,2,0,0,0,0,0,1,47,2,-1,3,0,6,3,5,2,-1,1,3,2,24,2,2,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,2,-1,-1,1,-1,4,2,1.1,1,1,-1,35,1,-1,-1,-1,-1,-1,1,1,3,8,1,1,3,2,5,55,2005
220380901,8,1,-1,-1,-1,2,2,0,0,0,0,0,1,81,2,-1,3,0,6,4,5,2,-1,2,1,-1,14,8,4,2,1,-1,2,2,2,2,-1,6,3,4,1,1,2,-1,-1,1,-1,4,2,1.1,1,1,1,13,1,-1,-1,-1,-1,-1,1,0,6,12,1,1,1,1,4,-1,2005
220381101,8,2,-1,-1,-1,3,2,1,1,1,0,0,2,33,1,1,3,2,2,6,2,1,1,1,3,2,15,5,2,1,2,-1,-1,-1,-1,-1,-1,-1,1,1,1,2,2,-1,-1,2,-1,7,12.2,6,5,3,-1,9,1,5,-1,-1,-1,-1,1,2,2,5,1,2,2,2,6,19,2005
220381301,8,1,-1,-1,-1,1,1,0,0,0,0,0,1,90,5,-1,1,0,1,2,1,2,-1,1,2,1,999,1,1,2,1,-1,2,2,2,2,-1,6,3,4,1,1,2,-1,-1,1,-1,6,4.1,2,1,1,1,22,5,-1,-1,-1,-1,-1,1,0,6,12,3,4,9,1,5,-1,2005
220381401,8,1,-1,-1,-1,3,3,0,0,0,0,0,2,66,2,-1,3,1,6,5,5,2,-1,1,2,1,15,8,4,2,3,-1,2,2,2,2,-1,6,3,4,1,2,1,-1,-1,2,1,7,12.1,6,5,3,1,7,1,-1,-1,-1,-1,-1,1,1,5,11,1,1,2,1,1,-1,2005
220381701,8,1,-1,-1,-1,2,2,0,0,0,0,0,1,54,2,-1,3,0,6,3,5,2,-1,1,2,1,17,5,2,1,2,-1,-1,-1,-1,-1,-1,-1,1,1,2,-1,-1,1,-1,2,-1,3,9.1,4,3,2,-1,14,1,5,-1,-1,-1,-1,1,2,3,9,1,1,2,1,6,30,2005
220381801,8,4,2,7,3,3,3,0,0,0,0,0,2,22,1,2,3,3,6,5,5,2,-1,1,4,3,17,4,2,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,1,2,3,-1,-1,1,-1,7,12.1,6,5,3,-1,19,5,6,-1,-1,-1,-1,1,3,1,3,2,3,2,4,1,37,2005
220381901,8,1,-1,-1,-1,2,2,0,0,0,0,0,1,37,2,-1,1,0,6,3,5,2,-1,1,3,2,16,2,2,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,2,-1,-1,1,-1,1,-1,3,9.1,4,3,2,-1,36,1,5,-1,-1,-1,-1,1,2,2,6,1,1,2,1,7,37,2005
220382101,8,2,-1,-1,-1,3,3,0,0,0,0,0,1,50,2,-1,3,0,6,5,5,2,-1,1,3,2,16,5,2,1,3,-1,-1,-1,-1,-1,-1,-1,1,1,1,2,3,-1,-1,1,-1,7,7.4,3,2,2,-1,27,1,-1,-1,-1,-1,-1,1,3,3,9,1,1,2,2,1,37.5,2005
220382201,8,4,2,7,3,1,1,0,0,0,0,0,2,48,3,-1,1,0,1,1,1,2,-1,1,2,1,15,8,4,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,1,2,3,-1,-1,1,-1,7,12.7,6,5,3,-1,20,1,5,-1,-1,-1,-1,1,1,3,8,4,6,2,4,7,37,2005
220382301,8,1,-1,-1,-1,1,1,0,0,0,0,0,2,77,5,-1,1,0,1,2,1,2,-1,2,1,-1,14,8,4,2,3,-1,2,2,2,2,-1,6,3,4,1,2,2,-1,-1,2,1,7,12.1,6,5,3,1,11,1,-1,-1,-1,-1,-1,1,0,6,12,3,4,1,1,4,-1,2005
220382401,8,2,-1,-1,-1,3,2,1,1,1,0,0,2,37,2,-1,5,1,2,6,2,1,1,1,3,2,17,5,2,2,2,2,2,2,2,2,-1,2,3,4,1,1,3,-1,-1,1,-1,4,2,1.1,1,1,1,10,1,-1,-1,-1,-1,-1,1,1,2,6,1,1,2,2,2,-1,2005
220382601,8,2,-1,-1,-1,1,1,0,0,0,0,0,1,27,1,-1,1,0,1,1,1,2,-1,1,3,2,18,5,2,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,2,-1,-1,1,-1,4,5,2,1,1,-1,30,1,-1,-1,-1,-1,-1,1,1,2,4,2,3,2,2,2,48,2005
220382701,8,1,-1,-1,-1,2,2,0,0,0,0,0,1,70,2,-1,3,1,3,4,3,2,-1,1,2,1,35,1,1,2,1,-1,2,2,2,2,-1,6,3,4,1,1,2,-1,-1,1,-1,6,3.1,1.2,1,1,1,21,1,-1,-1,-1,-1,-1,1,0,5,11,1,1,4,1,7,-1,2005
220382801,8,2,-1,-1,-1,1,1,0,0,0,0,0,2,51,4,-1,1,0,1,1,1,2,-1,1,2,1,18,3,2,1,2,-1,-1,-1,-1,-1,-1,-1,1,1,1,2,2,-1,-1,2,-1,7,7.1,3,2,2,-1,21,1,5,-1,-1,-1,-1,1,1,3,9,4,5,2,2,7,28,2005
220382901,8,2,-1,-1,-1,5,2,3,3,0,1,2,2,41,2,-1,3,1,2,7,2,1,2,1,3,2,18,5,2,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,3,-1,-1,2,-1,6,6,2,1,1,-1,15,1,5,-1,-1,-1,-1,1,2,2,7,1,1,2,2,2,10,2005
220430101,8,4,2,7,3,3,2,1,1,1,0,0,1,29,2,-1,3,1,2,6,2,1,1,2,1,-1,18,3,2,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,2,-1,-1,1,-1,6,6,2,1,1,-1,22,6,-1,-1,-1,-1,-1,12,2,2,4,1,1,2,4,6,40,2005
220430401,8,1,-1,-1,-1,2,2,0,0,0,0,0,2,78,2,-1,3,1,3,4,2,2,-1,1,2,1,19,2,2,2,1,-1,2,2,2,2,-1,2,3,4,1,2,1,-1,-1,2,1,7,4.1,2,1,1,1,12,1,-1,-1,-1,-1,-1,1,0,6,12,1,1,3,1,5,-1,2005
220430501,8,4,2,7,1,4,4,0,0,0,0,0,1,20,1,2,3,0,6,5,5,2,-1,2,1,-1,97,3,2,1,3,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,-1,-1,2,-1,5,15,8,6,4,-1,11,1,-1,-1,-1,-1,-1,1,4,1,3,2,3,5,4,5,16,2005
220430601,8,1,-1,-1,-1,1,1,0,0,0,0,0,1,78,3,-1,1,0,1,2,1,2,-1,1,2,1,25,1,1,2,1,-1,2,2,2,2,-1,7,3,4,1,1,1,-1,-1,1,-1,6,3.1,1.2,1,1,1,34,6,-1,-1,-1,-1,-1,2,1,6,12,4,6,3,1,5,-1,2005
220430701,8,1,-1,-1,-1,1,1,0,0,0,0,0,2,72,5,-1,1,0,1,2,1,2,-1,2,1,-1,17,3,2,2,3,-1,2,2,2,2,-1,6,3,4,1,2,3,-1,-1,1,-1,7,7.1,3,2,2,1,15,1,-1,-1,-1,-1,-1,1,0,5,11,3,4,2,1,3,-1,2005
220430901,8,2,-1,-1,-1,3,1,2,2,0,0,2,1,43,4,2,1,0,4,6,4,1,2,1,3,2,17,4,2,1,2,-1,-1,-1,-1,-1,-1,-1,1,1,2,-1,-1,1,-1,1,-1,3,9.1,4,3,2,-1,37,1,6,-1,-1,-1,-1,1,1,2,7,4,5,2,2,5,40,2005
220431001,8,2,-1,-1,-1,2,2,0,0,0,0,0,1,39,2,-1,3,0,3,3,2,2,-1,1,3,2,23,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,2,-1,-1,1,-1,1,-1,3,3.4,1.2,1,1,-1,38,3,-1,-1,-1,-1,-1,1,2,2,6,1,1,3,2,5,43,2005
220431101,8,1,-1,-1,-1,1,1,0,0,0,0,0,1,43,4,-1,1,0,1,1,1,2,-1,1,2,1,19,3,2,1,2,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,-1,-1,2,-1,5,2,1.1,1,1,-1,38,5,-1,-1,-1,-1,-1,1,1,2,7,4,5,3,1,5,15,2005
220431301,8,2,-1,-1,-1,2,2,0,0,0,0,0,2,51,2,-1,3,1,3,3,2,2,-1,1,2,1,15,8,4,1,2,-1,-1,-1,-1,-1,-1,-1,1,1,1,2,2,-1,-1,2,-1,7,13.2,7,5,3,-1,10,1,-1,-1,-1,-1,-1,1,2,3,9,1,1,2,2,1,18,2005
220431401,8,2,-1,-1,-1,2,2,0,0,0,0,0,1,64,1,1,1,0,3,3,2,2,-1,1,3,2,17,3,2,1,3,-1,-1,-1,-1,-1,-1,-1,1,1,2,-1,-1,2,1,1,-1,2,4.3,2,1,1,-1,15,1,-1,-1,-1,-1,-1,1,2,4,10,1,2,2,2,1,40,2005
220431601,8,1,-1,-1,-1,3,3,0,0,0,0,0,2,61,2,-1,1,0,6,5,2,2,-1,1,4,4,15,7,2,1,3,-1,-1,-1,-1,-1,-1,-1,1,1,2,-1,-1,1,-1,2,-1,3,9.1,4,3,2,-1,17,1,-1,-1,-1,-1,-1,1,3,4,10,1,1,2,1,1,16,2005
220431801,8,1,-1,-1,-1,2,2,0,0,0,0,0,2,60,2,-1,3,1,3,3,2,2,-1,1,2,1,18,3,2,2,1,2,2,2,2,2,-1,6,3,4,1,2,1,-1,-1,1,-1,7,7.1,3,2,2,1,18,1,-1,-1,-1,-1,-1,1,0,4,10,1,1,2,1,7,-1,2005
220431901,8,4,2,7,3,2,2,0,0,0,0,0,2,24,2,-1,3,0,3,3,2,2,-1,1,2,1,16,5,2,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,2,-1,-1,1,-1,6,10,5,4,3,-1,19,1,5,-1,-1,-1,-1,1,2,1,3,1,1,2,4,5,42,2005
220432001,8,4,2,1,3,2,2,0,0,0,0,0,1,85,2,-1,1,0,3,4,2,2,-1,2,1,-1,14,8,4,2,2,-1,2,2,2,2,-1,6,3,4,-1,-1,-1,-1,-1,-1,-1,-1,14.1,8,6,4,2,16,1,-1,-1,-1,-1,-1,1,2,6,12,1,1,1,3,7,-1,2005
220432101,8,2,-1,-1,-1,3,3,0,0,0,0,0,1,51,4,1,3,0,3,5,2,2,-1,1,4,4,16,8,4,1,2,-1,-1,-1,-1,-1,-1,-1,1,1,2,-1,-1,1,-1,1,-1,3,9.1,4,3,2,-1,35,6,-1,-1,-1,-1,-1,2,3,3,9,1,2,2,2,5,45,2005
220432201,8,1,-1,-1,-1,2,2,0,0,0,0,0,2,62,2,-1,3,1,3,3,2,2,-1,1,2,1,16,2,2,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,1,2,2,-1,-1,2,-1,7,13.4,7,5,3,-1,11,5,-1,-1,-1,-1,-1,1,2,4,10,1,1,2,1,7,21,2005
220432501,8,1,-1,-1,-1,2,2,0,0,0,0,0,2,25,2,-1,5,1,3,3,3,2,-1,1,2,1,23,7,2,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,1,2,2,-1,-1,2,-1,7,13.4,7,5,3,-1,8,6,-1,-1,-1,-1,-1,12,1,2,4,1,1,3,1,5,15,2005
220432801,8,2,-1,-1,-1,2,2,0,0,0,0,0,2,56,2,-1,3,1,3,3,2,2,-1,1,3,2,16,3,2,1,2,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,3,-1,-1,2,-1,6,6,2,1,1,-1,16,1,-1,-1,-1,-1,-1,1,2,4,10,1,1,2,2,7,24,2005
