aprim1,aprim2,aprim3,aprim4,aprim5,aprim6,aprim7,aprim8,aprim9,aprim11,aprim12,aprim13,aprim14,aprim15,aprim16,aprim17,aprim18,aprim19,aprim20,aprim21,aprim22,aprim23,aprim24,aprim25,aprim26,aprim27,aprim28,aprim29,aprim30,aprim41,aprim42,aprim43,aprim44,aprim45,aprim51,aprim52,aprim53,aprim54,aprim55,aprim61,aprim62,aprim63,aprim64,aprim65,aprim71,aprim72,aprim73,aprim74,aprim75,aprim81,aprim82,aprim83,aprim84,aprim85,aprim91,aprim92,aprim93,aprim94,aprim95,aprim99
500,0,40,130,120,40,230,0,0,0,0,0,0,0,0,0,0,60,100,40,100,0,0,20,0,0,0,0,0,0,0,0,30,20,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,60,50,200,30,80,0,0,0,0,0,0,0,0,0,0,0,0,80,140,0,0,0,10,0,0,0,0,210,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
560,0,40,40,70,130,0,100,0,0,0,0,0,0,0,0,0,0,460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0
530,0,30,30,10,70,0,0,0,0,0,60,0,0,0,0,0,30,100,0,0,330,0,0,0,170,0,0,0,0,0,0,10,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
620,140,30,120,60,60,0,0,0,0,0,0,0,0,0,0,0,0,250,60,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
520,0,90,60,60,20,0,0,0,0,0,0,0,0,0,0,0,0,510,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
580,0,50,50,10,70,0,0,0,0,0,0,0,0,0,0,0,0,340,30,0,0,200,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440,150,60,40,30,0,0,390,0,0,0,0,0,0,0,0,0,0,120,60,0,0,100,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
340,0,40,30,60,0,0,0,0,280,360,0,0,0,0,0,0,0,0,0,0,230,0,0,0,0,0,0,0,0,0,10,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
520,0,50,20,30,0,0,0,0,210,0,0,0,0,0,0,0,70,210,70,0,60,130,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0
410,0,60,60,160,0,40,0,0,410,0,0,0,0,0,0,0,0,0,10,0,0,0,0,140,10,0,0,0,0,0,60,0,60,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500,120,0,140,100,100,30,90,0,0,0,0,0,0,0,0,0,210,60,0,0,30,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
360,0,30,110,10,0,0,0,0,120,500,0,20,0,120,0,0,0,0,0,0,0,0,0,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
270,0,30,300,210,0,0,0,0,0,0,0,0,150,0,0,0,60,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
240,0,0,50,50,0,0,300,310,0,0,0,0,0,0,0,0,0,300,0,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
850,330,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
410,0,0,70,10,0,30,240,0,0,0,0,0,0,0,0,0,0,120,30,0,210,290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
540,50,0,70,120,30,0,0,0,0,0,0,0,90,0,0,0,60,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
510,270,0,50,70,180,0,0,0,0,0,0,0,150,0,0,0,0,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
910,450,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
780,0,0,90,30,60,0,0,0,0,0,0,0,0,0,0,0,30,150,0,0,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
660,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,390,0,0,0,0,0,0,0,0,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
510,20,60,150,90,0,0,0,180,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
660,0,0,40,40,0,0,0,0,0,0,0,0,300,0,0,0,0,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450,0,50,80,40,0,0,0,0,0,0,0,0,0,0,0,0,120,470,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
660,20,10,50,20,0,20,0,0,0,0,0,0,0,0,0,0,90,310,0,0,0,0,20,0,0,0,210,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,0,30,270,30,30,30,0,0,0,0,0,0,0,0,0,0,140,180,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,130
540,0,20,60,50,120,60,0,0,0,0,0,0,0,0,0,0,120,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
590,60,30,120,0,0,0,0,0,0,0,0,0,0,0,0,0,150,180,120,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450,0,0,80,100,90,60,0,0,0,0,60,100,270,0,0,0,0,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
610,420,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450,0,0,400,0,60,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
540,0,60,0,0,60,60,0,0,0,0,0,0,0,0,0,70,180,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
420,30,30,80,10,0,30,0,10,540,0,0,0,0,0,0,0,0,110,0,0,60,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
720,240,60,130,0,0,0,0,0,0,0,0,0,0,0,0,0,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600,30,0,60,0,90,0,0,90,0,0,0,0,0,0,0,0,90,210,90,0,150,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
420,60,0,60,240,0,0,0,0,0,0,0,0,0,0,0,0,0,360,120,0,0,0,0,0,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
420,60,0,60,0,0,0,0,0,190,0,0,0,0,0,0,0,0,180,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360
600,0,60,120,120,0,0,0,0,0,0,0,0,0,0,0,0,120,300,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,150,60,40,50,60,60,0,0,0,0,0,0,70,0,0,0,0,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
660,360,60,240,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270,10,10,210,0,180,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
420,0,30,70,130,60,0,0,50,430,0,0,0,0,0,0,0,0,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70
360,60,70,70,180,210,0,0,0,0,0,0,0,330,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
420,0,90,210,0,180,60,0,0,0,0,0,0,0,0,0,0,0,420,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
510,0,90,0,120,120,120,0,60,0,0,0,180,0,0,0,0,0,120,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600,120,0,120,120,0,0,0,0,0,0,0,0,0,0,0,0,0,430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
480,0,10,140,10,0,0,0,290,0,0,0,0,0,0,0,0,0,270,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180
510,20,260,40,150,0,0,0,0,0,0,0,0,0,0,0,0,0,400,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
520,20,40,50,30,0,0,0,0,500,0,0,0,0,0,0,0,0,190,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
540,30,90,120,60,180,0,0,0,0,0,0,0,0,0,0,0,0,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
480,10,50,70,30,0,0,20,0,0,0,0,0,0,0,0,0,0,490,240,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
520,10,50,70,0,50,90,90,0,0,0,0,0,0,0,0,0,0,260,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450,10,50,150,10,0,0,0,0,470,0,0,0,0,0,0,0,0,240,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,360,30,60,0,0,0,0,0,720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
570,0,40,110,80,110,80,20,0,190,0,0,0,0,0,0,0,0,160,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450,180,40,60,30,0,0,0,0,420,0,0,0,0,0,0,0,0,110,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
810,30,10,40,110,0,0,0,0,0,0,0,0,0,0,70,0,30,150,70,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
560,20,110,60,0,0,0,0,0,430,0,0,0,0,0,0,0,60,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
420,0,130,90,40,0,0,0,0,0,0,0,0,0,0,60,0,30,150,0,0,0,0,0,0,0,450,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
420,70,0,80,70,0,0,0,0,0,0,70,0,20,0,0,0,0,240,20,0,0,0,120,0,0,60,180,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
590,60,30,120,10,80,90,270,0,0,0,0,0,0,0,0,0,0,60,0,0,0,60,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
480,0,60,120,60,20,0,210,0,0,0,0,0,0,0,0,0,60,90,0,0,0,120,0,0,0,0,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
450,0,30,60,60,0,0,0,30,460,0,0,0,0,0,0,0,0,30,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230
540,90,50,90,50,0,0,0,0,0,0,0,0,0,0,0,0,80,180,240,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
420,0,30,110,110,80,30,30,0,0,0,0,0,0,0,0,0,120,180,60,0,0,0,0,0,0,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
450,90,60,180,90,210,0,0,0,0,0,0,0,0,0,0,0,60,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,0,80,90,90,60,0,0,0,0,0,0,0,0,0,0,0,0,360,90,150,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
540,0,70,60,10,0,0,0,0,540,0,0,0,0,0,0,0,0,120,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
510,60,50,160,0,0,0,0,0,480,0,0,0,0,0,0,0,0,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
510,0,40,80,20,0,0,0,0,0,0,0,0,0,0,0,0,240,0,120,0,0,0,0,0,0,280,0,0,0,0,0,20,30,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0
450,0,20,80,60,10,0,0,0,320,0,0,0,0,0,0,0,30,260,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,30,20,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0
120,0,20,40,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1070,0,0,0,90,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0
600,0,30,110,80,0,0,0,0,0,0,0,0,0,0,0,0,60,300,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
420,0,40,170,70,0,0,30,0,0,0,0,0,0,0,0,0,190,250,0,0,0,0,0,0,0,190,0,0,0,0,0,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,0,20,130,60,30,0,0,0,0,0,0,0,0,0,0,0,100,370,0,0,190,0,0,0,0,60,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
360,10,60,120,0,0,0,0,0,420,0,0,0,0,0,0,0,40,140,70,0,0,0,0,0,0,0,0,0,0,0,180,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220,0,100,0,100,0,0,0,0,0,0,0,0,180,0,0,0,100,0,0,0,240,400,0,0,0,0,0,0,0,0,0,40,20,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
480,0,30,160,70,0,0,0,0,0,0,0,0,0,0,0,0,0,180,110,0,0,0,60,0,0,0,200,0,0,0,0,0,0,0,130,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
360,60,50,80,40,30,0,0,0,300,0,0,0,0,0,0,0,0,290,0,0,170,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,30,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
570,0,30,110,30,0,0,150,0,0,0,0,0,40,0,0,0,70,90,0,0,0,210,0,0,0,0,0,110,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
390,0,30,50,10,0,0,0,0,390,0,0,0,140,0,0,0,80,90,0,0,0,80,20,0,0,0,40,0,0,0,0,40,20,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0
480,0,50,80,10,0,0,0,0,360,0,0,0,0,0,0,0,50,160,0,0,0,120,0,0,0,0,0,0,0,0,90,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0
510,180,130,30,20,0,0,0,0,0,0,0,0,0,0,0,0,0,160,0,0,0,150,30,180,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0
490,90,50,70,30,40,0,0,0,0,0,0,0,0,0,0,0,130,40,20,0,0,0,100,0,0,0,0,210,0,0,0,40,110,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
480,0,30,50,10,0,0,0,0,480,0,0,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,0,0,0,0,0,0,0,0,0,0,0,0,0
560,0,20,20,10,0,0,0,0,0,0,0,0,0,0,0,50,0,400,0,0,330,0,0,0,0,0,0,0,0,0,0,0,10,20,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0
440,10,30,50,0,0,0,0,10,410,0,0,0,0,0,0,0,0,260,20,0,90,0,0,0,0,0,0,0,0,0,20,0,0,70,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
520,0,90,30,30,10,0,0,0,0,0,0,0,0,0,0,0,80,260,0,0,300,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,20,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0
600,10,40,10,0,20,0,0,0,0,0,0,0,0,0,0,0,0,440,20,0,260,0,20,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500,0,20,50,10,90,0,0,0,0,0,0,0,0,0,0,0,0,570,60,0,20,50,0,0,0,0,0,0,0,0,0,0,40,0,0,0,10,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
770,120,40,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,320,0,60,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400,0,30,60,80,10,60,0,0,0,0,0,0,0,0,0,0,0,220,70,0,0,0,50,0,0,300,0,0,0,0,0,0,140,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
420,0,70,80,10,0,0,0,0,370,0,0,0,50,50,0,0,50,50,0,0,210,0,20,0,0,0,0,0,0,0,0,10,10,20,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0
520,0,20,30,30,30,10,0,0,0,0,0,0,0,0,0,0,0,470,0,0,0,0,0,0,0,210,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0
480,70,20,50,30,0,0,0,0,460,0,0,0,130,0,0,0,0,20,0,0,20,0,0,0,0,0,0,0,0,0,80,0,0,0,0,30,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0
540,0,60,40,30,10,110,0,0,0,0,0,0,0,0,0,0,60,250,190,0,0,0,0,0,0,60,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0
1070,320,20,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
650,0,30,40,120,120,160,0,0,0,0,0,0,60,80,0,0,0,40,70,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
420,0,0,70,10,60,10,0,0,0,0,0,0,0,0,0,0,0,200,240,0,60,0,0,0,0,330,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240,190,30,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,470,0,0,110,0,0,0,0,0,340,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
530,40,30,20,40,50,70,0,0,0,0,0,0,0,0,0,0,210,300,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
420,0,0,90,10,0,0,120,0,0,0,0,0,0,0,0,0,50,260,80,0,150,0,0,0,0,0,220,0,20,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
630,0,20,70,200,240,0,0,10,0,0,0,0,0,0,0,0,70,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0
530,70,100,200,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,50,70,0,20,0,0,90,0,10,0,0,0,0,0,0,60,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,140,60,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,120,60,220,50,0,0,0,0,20,0,10,0,0,0,0,0,20,0,0,30,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
520,40,0,90,220,0,0,0,0,0,0,0,0,0,0,0,0,0,250,100,0,0,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
560,50,20,90,90,0,100,20,0,0,0,0,0,0,0,0,0,90,120,180,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0
590,0,20,40,40,10,0,0,0,0,0,310,0,60,0,0,0,0,210,0,80,0,0,0,0,0,0,20,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250,140,70,40,40,0,0,0,0,530,30,0,0,0,0,0,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350,40,80,130,40,0,0,0,0,460,0,0,0,0,0,0,0,0,0,230,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,10,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
550,180,40,110,30,90,90,0,0,0,100,0,0,0,0,0,0,0,170,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500,210,30,140,50,110,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,30,0,0,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
610,30,20,130,60,100,10,0,70,0,0,0,0,0,0,0,0,0,350,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
